term,int_rate,installment,emp_length,annual_inc,loan_status,dti,pub_rec,revol_bal,revol_util,total_acc,mort_acc
36,16.29,423.61,8.0,50000.0,0,14.76,0.0,11774.0,55.5,36.0,0.0
60,16.29,469.88,4.0,66400.0,0,18.51,0.0,44611.0,59.6,19.0,2.0
36,18.75,579.91,10.0,40000.0,0,19.65,1.0,3584.0,56.9,26.0,0.0
36,7.9,175.23,2.0,66000.0,0,18.16,0.0,404.0,57.7,31.0,0.0
60,18.49,526.05,10.0,52000.0,0,20.35,0.0,11020.0,63.7,27.0,0.0
36,13.11,267.45,2.0,24000.0,0,26.1,0.0,6054.0,56.6,22.0,0.0
36,17.77,360.38,10.0,50000.0,0,25.34,0.0,15815.0,91.9,17.0,0.0
36,22.47,319.97,9.0,44900.0,0,32.74,0.0,16501.0,65.2,57.0,1.0
36,17.77,234.25,10.0,60000.0,0,32.12,0.0,15720.0,48.7,23.0,0.0
60,13.11,456.19,1.0,40000.0,0,26.32,0.0,25201.0,28.8,22.0,0.0
36,18.75,392.7,0.0,35000.0,0,30.55,0.0,12576.0,51.3,33.0,0.0
60,24.2,577.69,5.740067017711824,69000.0,0,22.03,0.0,17805.0,96.5,27.0,0.0
60,18.25,638.25,7.0,65000.0,0,17.72,0.0,28517.0,54.4,18.0,1.5905941574050508
36,14.33,515.08,9.0,100000.0,0,28.31,0.0,23740.0,69.2,25.0,2.0
36,12.12,302.78,7.0,75000.0,0,17.33,0.0,19087.0,60.2,20.0,0.0
60,21.49,579.4,6.0,60000.0,0,30.82,0.0,45111.0,82.0,33.0,1.0
36,10.16,413.99,0.0,51200.0,0,20.2,0.0,14235.0,24.8,21.0,5.0
36,13.99,410.08,7.0,60000.0,0,22.88,0.0,36558.0,74.6,25.0,0.0
60,21.98,503.15,10.0,47000.0,0,17.69,0.0,15176.0,51.3,35.0,0.0
60,19.22,651.55,7.0,84000.0,0,21.43,0.0,22241.0,93.4,17.0,0.0
36,16.29,194.16,0.0,39002.0,0,7.26,0.0,424.0,24.9,39.0,0.0
36,7.9,236.25,10.0,48000.0,0,6.43,0.0,26457.0,84.8,10.0,2.0
36,12.12,212.94,0.0,31200.0,0,20.38,0.0,10018.0,60.7,21.0,1.5905941574050508
36,11.14,98.42,10.0,107000.0,0,24.33,0.0,86209.0,85.7,22.0,4.0
36,12.42,400.99,6.0,81000.0,0,17.29,0.0,17670.0,59.3,29.0,1.5905941574050508
36,15.31,591.9,7.0,77600.0,0,21.4,0.0,5882.0,39.0,26.0,3.0
36,18.55,728.58,10.0,40320.0,0,25.98,0.0,10857.0,76.5,11.0,0.0
36,15.31,211.52,7.0,22000.0,0,26.78,0.0,12269.0,75.7,23.0,0.0
36,14.09,273.78,2.0,135000.0,0,12.06,0.0,30714.0,78.1,27.0,3.0
36,14.09,342.22,10.0,60000.0,0,24.66,0.0,5706.0,74.1,31.0,0.0
36,14.09,71.87,10.0,82000.0,0,25.9,0.0,28445.0,66.5,39.0,4.0
60,10.74,21.62,4.0,25000.0,0,28.7,0.0,13605.0,76.7,28.0,1.0
60,15.81,484.35,0.0,125000.0,0,16.46,1.0,4269.0,38.8,26.0,3.0
36,14.33,394.89,10.0,35000.0,0,12.0,0.0,16451.0,45.5,15.0,1.0
36,15.31,278.54,4.0,25000.0,0,15.2,0.0,10894.0,67.7,29.0,0.0
60,20.99,811.44,1.0,120000.0,0,15.07,1.0,20223.0,47.6,24.0,3.0
60,17.27,399.97,1.0,80000.0,0,18.79,0.0,10653.0,71.9,23.0,1.0
60,21.49,737.91,2.0,90000.0,0,14.57,0.0,13030.0,76.2,21.0,1.0
36,13.11,329.04,6.0,43000.0,0,25.7,0.0,20856.0,76.7,23.0,1.0
36,14.09,143.73,10.0,56000.0,0,20.64,0.0,9631.0,62.5,21.0,1.0
36,13.11,573.7,1.0,90000.0,0,11.71,0.0,12923.0,72.6,15.0,0.0
36,13.99,410.08,10.0,84450.0,0,22.01,0.0,36186.0,83.2,30.0,3.0
60,18.75,412.86,1.0,40000.0,0,25.41,0.0,15123.0,71.3,15.0,0.0
60,22.95,577.32,5.0,55000.0,0,26.14,0.0,15234.0,65.2,27.0,2.0
60,19.72,721.68,10.0,72000.0,0,15.62,0.0,21964.0,79.9,26.0,7.0
36,15.81,350.64,5.0,75000.0,0,14.77,0.0,12158.0,87.5,15.0,1.5905941574050508
36,13.11,108.0,5.0,90000.0,0,13.27,0.0,42170.0,77.9,19.0,5.0
36,12.12,49.91,0.0,25000.0,0,7.39,0.0,4196.0,50.0,10.0,0.0
36,16.29,886.93,6.0,72000.0,0,17.98,0.0,12515.0,55.5,18.0,0.0
60,23.63,685.29,2.0,65000.0,0,11.9,0.0,18252.0,94.6,18.0,1.0
36,9.76,385.86,2.0,44000.0,0,15.87,0.0,8674.0,88.5,14.0,1.5905941574050508
36,13.67,374.2,7.0,41000.0,0,17.29,0.0,7423.0,49.8,14.0,0.0
60,16.29,182.32,0.0,115000.0,0,20.5,0.0,9734.0,73.2,29.0,0.0
36,14.33,137.36,8.0,32000.0,0,23.13,0.0,14941.0,31.7,31.0,1.0
60,21.0,432.86,10.0,59000.0,0,24.39,0.0,17663.0,75.2,30.0,0.0
36,13.99,683.46,0.0,85000.0,0,22.39,0.0,11732.0,57.8,25.0,0.0
60,19.72,474.09,10.0,62000.0,0,11.36,0.0,17089.0,52.7,14.0,0.0
60,15.81,470.42,9.0,50000.0,0,20.72,0.0,21166.0,59.5,22.0,1.0
36,6.62,153.52,5.0,35000.0,0,11.25,0.0,194.0,1.2,20.0,1.0
60,24.83,977.74,5.740067017711824,69500.0,0,33.39,0.0,35877.0,93.3,43.0,0.0
36,18.75,579.0,6.0,52000.0,0,14.7,0.0,19879.0,73.1,21.0,0.0
60,17.58,190.0,5.0,26400.0,0,24.32,0.0,4751.0,33.9,14.0,1.5905941574050508
36,8.9,635.07,7.0,86000.0,0,4.87,0.0,2857.0,6.0,16.0,1.5905941574050508
36,6.62,165.8,4.0,36000.0,0,7.17,0.0,5899.0,30.6,16.0,1.5905941574050508
36,14.09,764.0,10.0,60000.0,0,24.42,0.0,19.0,0.5,19.0,3.0
60,13.49,345.08,2.0,54000.0,0,22.7,0.0,19914.0,38.2,36.0,1.5905941574050508
36,8.9,635.07,0.0,50000.0,0,0.6,0.0,256.0,1.1,11.0,0.0
36,14.09,205.33,8.0,82000.0,0,10.16,0.0,10323.0,69.3,41.0,3.0
36,11.14,91.86,4.0,83000.0,0,19.04,0.0,10794.0,78.2,42.0,5.0
60,21.49,742.69,0.0,70000.0,0,10.94,0.0,14006.0,60.9,18.0,0.0
36,15.8,210.36,5.0,62000.0,0,25.24,0.0,20216.0,93.6,13.0,0.0
36,11.14,442.87,6.0,110000.0,0,9.4,0.0,6036.0,18.7,49.0,2.0
36,14.65,275.96,10.0,89000.0,0,12.76,1.0,17475.0,91.8,17.0,1.5905941574050508
60,19.72,658.46,10.0,77000.0,0,20.26,0.0,1919.0,61.9,17.0,1.0
36,10.16,141.5,10.0,15000.0,0,16.8,0.0,8810.0,55.1,14.0,3.0
36,16.29,405.96,1.0,34000.0,0,30.42,0.0,9547.0,68.7,23.0,1.0
36,10.16,236.91,4.0,26000.0,0,25.89,0.0,19383.0,53.8,28.0,2.0
36,16.29,422.73,4.0,24000.0,0,16.85,0.0,9653.0,95.7,11.0,0.0
36,15.31,1218.61,1.0,113000.0,0,24.37,0.0,72017.0,59.3,26.0,0.0
36,7.9,312.91,5.0,75000.0,0,3.7,0.0,8401.0,57.9,11.0,1.5905941574050508
36,12.42,668.31,8.0,56000.0,0,14.9,0.0,20601.0,85.9,32.0,1.5905941574050508
36,7.9,31.3,1.0,60000.0,0,18.88,0.0,21311.0,79.8,20.0,0.0
36,14.09,402.11,8.0,140000.0,0,22.16,0.0,6969.0,69.7,46.0,1.0
36,16.29,353.01,10.0,42000.0,0,17.32,0.0,9359.0,74.3,10.0,0.0
36,13.11,101.25,0.0,26000.0,0,11.54,0.0,3587.0,39.0,20.0,0.0
36,8.9,190.52,1.0,51000.0,0,12.99,0.0,3565.0,81.0,7.0,1.0
36,10.16,575.7,10.0,87500.0,0,17.55,0.0,9716.0,81.6,21.0,6.0
60,18.25,633.14,9.0,70800.0,0,1.36,0.0,1628.0,5.9,6.0,1.5905941574050508
36,17.99,260.27,5.0,60000.0,0,5.7,0.0,7679.0,93.6,11.0,0.0
36,15.8,350.59,0.0,53500.0,0,13.1,0.0,6413.0,72.3,25.0,3.0
36,11.14,442.87,10.0,104000.0,0,29.01,0.0,83121.0,73.1,39.0,6.0
36,15.81,525.95,4.0,80000.0,0,12.48,0.0,17060.0,89.8,9.0,0.0
36,13.11,388.1,10.0,34000.0,0,20.61,0.0,21793.0,71.2,10.0,0.0
36,10.16,439.86,4.0,118560.0,0,7.7,0.0,2490.0,27.4,13.0,0.0
36,17.77,864.9,10.0,69825.0,0,21.34,0.0,11433.0,60.4,37.0,0.0
36,10.65,436.49,1.0,70000.0,0,3.18,0.0,6871.0,70.0,12.0,1.5905941574050508
60,23.63,676.01,0.0,60000.0,0,31.54,0.0,35343.0,76.3,20.0,0.0
60,12.12,356.89,9.0,60000.0,0,21.14,0.0,15273.0,44.4,26.0,2.0
36,7.9,876.13,10.0,80000.0,0,12.08,0.0,9745.0,24.2,33.0,1.5905941574050508
60,18.25,408.48,4.0,110000.0,0,13.48,0.0,22822.0,91.3,11.0,2.0
36,11.14,229.64,5.0,97000.0,0,9.53,0.0,12894.0,44.2,13.0,1.0
36,12.12,495.75,1.0,60000.0,0,15.82,0.0,18518.0,75.6,22.0,0.0
60,21.97,966.07,10.0,105000.0,0,5.52,0.0,13040.0,70.9,18.0,1.0
36,13.11,161.99,0.0,32000.0,0,4.61,0.0,7911.0,52.7,9.0,0.0
36,9.76,176.86,2.0,91688.0,0,16.63,1.0,1996.0,22.9,15.0,1.0
36,7.62,373.94,10.0,52618.0,0,25.29,0.0,11695.0,39.2,30.0,1.5905941574050508
36,17.99,451.85,6.0,111970.0,0,21.31,0.0,23885.0,77.7,34.0,1.5905941574050508
36,10.74,39.14,10.0,27000.0,0,21.38,0.0,23950.0,54.2,28.0,2.0
36,18.75,237.45,4.0,70000.0,0,11.62,0.0,8058.0,75.3,14.0,0.0
60,23.28,708.79,2.0,72000.0,0,25.84,0.0,27096.0,84.9,12.0,1.0
36,15.8,631.06,7.0,74000.0,0,14.74,0.0,11904.0,47.8,20.0,0.0
36,17.77,265.78,1.0,75000.0,0,11.78,0.0,5749.0,85.8,19.0,0.0
36,19.05,550.22,4.0,45000.0,0,13.95,0.0,14967.0,31.5,26.0,0.0
36,13.99,546.77,1.0,52000.0,0,30.58,0.0,18912.0,72.2,32.0,0.0
36,12.42,200.5,0.0,50000.0,0,5.52,0.0,205.0,15.8,13.0,1.5905941574050508
60,18.55,534.43,7.0,48699.0,0,26.98,0.0,12834.0,77.3,23.0,0.0
36,16.29,776.61,4.0,61250.0,0,15.3,0.0,37261.0,86.5,23.0,0.0
36,12.12,302.78,3.0,45000.0,0,29.25,0.0,9687.0,39.5,20.0,0.0
60,19.72,544.55,10.0,52000.0,0,15.12,0.0,17248.0,70.1,21.0,3.0
36,12.12,657.12,9.0,44000.0,0,29.05,0.0,14151.0,34.5,23.0,0.0
36,13.49,332.52,10.0,75000.0,0,7.45,0.0,17565.0,74.4,23.0,1.5905941574050508
60,19.05,623.24,10.0,62000.0,0,10.12,0.0,4976.0,58.7,20.0,1.0
36,11.14,278.85,5.0,30720.0,0,15.68,0.0,7754.0,48.2,12.0,2.0
36,18.75,584.48,10.0,54000.0,0,23.14,0.0,30327.0,70.2,25.0,1.0
36,13.99,615.11,10.0,85000.0,0,20.13,0.0,32564.0,77.9,19.0,2.0
60,21.0,486.97,3.0,60000.0,0,31.48,0.0,41516.0,83.7,63.0,1.0
36,16.29,158.86,10.0,56000.0,0,14.19,0.0,10056.0,73.4,20.0,1.0
36,14.09,452.58,5.0,45000.0,0,4.11,0.0,7119.0,56.1,11.0,0.0
36,10.16,541.74,9.0,48000.0,0,16.13,0.0,36419.0,69.2,31.0,3.0
36,19.05,668.52,2.0,46900.0,0,10.44,0.0,13265.0,75.4,10.0,0.0
60,22.45,557.51,3.0,53000.0,0,14.6,0.0,17562.0,41.8,18.0,0.0
36,12.12,550.65,10.0,52000.0,0,20.17,0.0,16541.0,55.9,18.0,0.0
36,9.76,205.79,3.0,70000.0,0,11.12,0.0,4918.0,55.6,16.0,0.0
60,22.45,590.96,2.0,80000.0,0,17.06,0.0,7994.0,86.0,25.0,3.0
60,17.99,520.46,1.0,41000.0,0,20.49,0.0,19478.0,83.6,12.0,0.0
60,22.47,592.6,8.0,54981.0,0,19.29,0.0,18050.0,71.9,18.0,1.0
60,19.05,454.45,10.0,52000.0,0,23.28,0.0,27610.0,61.9,36.0,0.0
36,6.03,456.54,1.0,40000.0,0,13.73,0.0,6813.0,16.9,29.0,2.0
36,15.27,626.36,7.0,61000.0,0,9.33,0.0,16526.0,63.1,20.0,1.5905941574050508
36,12.12,448.34,7.0,68000.0,0,28.27,0.0,7722.0,77.3,24.0,2.0
36,8.9,127.02,4.0,26000.0,0,29.86,0.0,11847.0,47.0,21.0,0.0
36,12.12,409.25,5.0,35878.8,0,24.78,0.0,11172.0,75.0,22.0,0.0
36,15.31,361.23,5.0,45000.0,0,29.49,0.0,12212.0,60.2,32.0,0.0
36,15.31,130.57,3.0,19000.0,0,26.46,0.0,3733.0,33.9,17.0,0.0
36,15.31,426.52,5.740067017711824,35952.0,0,30.39,0.0,16192.0,74.0,44.0,3.0
60,16.29,411.14,10.0,44000.0,0,14.43,0.0,9853.0,84.9,11.0,1.0
60,19.05,519.37,10.0,47000.0,0,13.81,0.0,9856.0,75.2,27.0,0.0
36,13.11,141.74,4.0,60000.0,0,27.05,0.0,14917.0,75.8,27.0,0.0
60,21.98,464.5,4.0,45240.0,0,34.8,0.0,14257.0,60.6,28.0,1.0
36,21.49,904.57,10.0,83954.0,0,17.08,0.0,27665.0,89.2,24.0,0.0
36,6.62,92.12,0.0,84000.0,0,8.77,0.0,2267.0,22.0,10.0,0.0
60,19.99,529.77,2.0,60000.0,0,18.52,0.0,14091.0,91.1,21.0,0.0
36,12.12,99.82,10.0,56000.0,0,13.67,0.0,8840.0,64.1,15.0,3.0
60,21.49,956.55,10.0,99000.0,0,31.44,0.0,40974.0,81.8,31.0,5.0
60,16.29,460.7,9.0,48000.0,0,31.08,0.0,20153.0,51.9,31.0,1.0
36,18.49,618.78,10.0,60000.0,0,9.5,0.0,12729.0,82.7,17.0,5.0
36,14.09,697.27,3.0,65000.0,0,17.15,0.0,16440.0,52.3,36.0,3.0
36,18.75,438.36,5.0,41000.0,0,16.15,0.0,10670.0,40.1,16.0,1.0
36,19.72,731.17,0.0,50900.0,0,16.08,0.0,13231.0,80.2,28.0,1.0
60,19.05,592.08,5.0,62000.0,0,21.08,1.0,5071.0,40.9,23.0,0.0
36,14.65,586.41,9.0,70000.0,0,21.7,0.0,18515.0,81.6,14.0,0.0
60,18.64,901.01,9.0,220000.0,0,12.08,0.0,14165.0,80.0,22.0,1.5905941574050508
36,17.77,360.38,0.0,36000.0,0,32.6,0.0,15877.0,96.2,27.0,0.0
36,17.77,360.38,3.0,54640.0,0,23.78,0.0,11549.0,81.6,25.0,7.0
36,13.11,404.97,10.0,90000.0,0,19.12,0.0,12425.0,65.4,44.0,7.0
60,21.48,956.35,6.0,135000.0,0,14.58,0.0,16831.0,60.8,14.0,0.0
36,15.8,604.76,8.0,44000.0,0,22.47,0.0,17685.0,66.2,21.0,0.0
36,14.27,343.09,4.0,39500.0,0,17.92,0.0,8853.0,86.0,9.0,1.5905941574050508
36,12.42,701.73,1.0,144000.0,0,8.78,0.0,30910.0,66.6,10.0,1.5905941574050508
36,6.62,368.45,3.0,35000.0,0,18.87,0.0,10258.0,37.3,29.0,3.0
60,13.11,684.29,6.0,89000.0,0,25.11,0.0,31353.0,28.0,36.0,0.0
36,17.99,404.86,2.0,71000.0,0,20.97,0.0,30431.0,73.0,24.0,0.0
36,13.11,160.3,3.0,18000.0,0,20.53,0.0,11899.0,79.9,10.0,0.0
60,17.27,474.97,10.0,80000.0,0,27.97,0.0,18167.0,92.0,22.0,0.0
36,12.12,199.63,10.0,80000.0,0,19.42,0.0,28989.0,76.1,28.0,1.0
60,14.65,776.07,10.0,93000.0,0,14.31,0.0,41083.0,68.9,28.0,3.0
60,22.47,976.04,10.0,120000.0,0,21.09,0.0,61266.0,76.3,33.0,5.0
36,14.65,344.95,10.0,70000.0,0,20.79,0.0,6588.0,61.0,24.0,1.0
36,12.12,586.42,5.0,40000.0,0,26.73,0.0,16900.0,57.6,27.0,1.0
36,14.09,342.22,9.0,53000.0,0,18.84,0.0,25509.0,70.9,35.0,0.0
36,15.31,348.18,10.0,56420.0,0,20.67,0.0,12932.0,91.7,29.0,2.0
36,21.0,1318.63,10.0,92424.0,0,11.05,0.0,11346.0,81.6,20.0,1.0
36,19.05,586.91,2.0,87000.0,0,11.89,0.0,19134.0,66.9,34.0,0.0
60,21.97,578.26,7.0,42000.0,0,24.83,0.0,6820.0,90.9,20.0,0.0
36,17.27,572.6,2.0,42000.0,0,19.86,0.0,12014.0,88.3,19.0,0.0
36,18.75,547.95,10.0,50000.0,0,26.47,0.0,17845.0,43.0,40.0,0.0
36,8.9,762.08,10.0,125000.0,0,12.64,0.0,26028.0,72.9,29.0,4.0
60,13.11,638.67,6.0,87000.0,0,16.83,0.0,18470.0,70.5,25.0,6.0
36,9.76,321.55,1.0,100000.0,0,12.05,0.0,6283.0,43.6,14.0,1.5905941574050508
36,13.99,433.14,2.0,38000.0,0,22.8,0.0,21250.0,90.0,10.0,1.0
60,16.29,611.82,10.0,81000.0,0,31.36,0.0,49358.0,78.8,46.0,3.0
36,7.62,394.2,10.0,80000.0,0,15.38,0.0,12358.0,28.4,35.0,5.0
36,15.31,348.18,10.0,114000.0,0,23.83,0.0,14633.0,89.8,21.0,1.0
36,13.99,542.5,2.0,32614.4,0,23.55,0.0,12419.0,55.0,15.0,0.0
36,10.74,228.32,9.0,65950.0,0,14.76,0.0,10217.0,31.9,10.0,1.0
36,12.12,314.42,2.0,29000.0,0,19.82,0.0,9614.0,65.8,28.0,0.0
60,15.31,574.88,10.0,65000.0,0,9.38,0.0,13520.0,30.3,38.0,4.0
36,14.33,218.05,2.0,45000.0,0,15.31,0.0,4943.0,48.5,19.0,1.0
60,14.65,472.14,10.0,70000.0,0,11.47,0.0,12421.0,70.2,26.0,1.5905941574050508
36,17.77,259.47,2.0,40000.0,0,17.56,0.0,6585.0,50.7,25.0,0.0
60,20.5,937.06,1.0,74000.0,0,15.19,0.0,789.0,11.6,32.0,1.5905941574050508
36,12.12,206.29,7.0,57000.0,0,13.88,0.0,7347.0,52.9,13.0,0.0
36,15.31,522.26,10.0,32000.0,0,22.98,0.0,7594.0,52.3,15.0,0.0
60,12.42,467.12,10.0,43512.0,0,9.07,0.0,10771.0,55.6,25.0,1.5905941574050508
36,8.9,63.51,3.0,25000.0,0,17.33,0.0,1414.0,30.1,8.0,0.0
60,17.27,449.97,9.0,47000.0,0,23.41,0.0,3893.0,40.6,21.0,0.0
36,12.12,332.72,5.740067017711824,30000.0,0,3.4,0.0,5838.0,55.6,5.0,0.0
36,7.62,109.07,5.740067017711824,37754.16,0,13.35,0.0,14024.0,48.0,13.0,0.0
60,12.12,405.96,8.0,46000.0,0,33.03,0.0,8808.0,31.2,31.0,1.0
60,19.99,603.94,2.0,80000.0,0,17.81,0.0,27969.0,82.5,19.0,1.0
36,15.31,490.06,10.0,36000.0,0,14.93,0.0,6159.0,73.3,18.0,0.0
36,12.12,166.36,5.740067017711824,50000.0,0,17.08,0.0,6692.0,70.4,18.0,0.0
60,23.83,573.39,1.0,50000.0,0,22.7,0.0,13612.0,95.2,18.0,0.0
36,14.09,1197.75,5.0,123000.0,0,10.93,0.0,0.0,0.0,33.0,3.0
60,19.05,415.49,4.0,93500.0,0,13.28,0.0,32933.0,68.6,41.0,3.0
60,21.49,956.55,2.0,93600.0,0,20.87,0.0,19726.0,71.0,23.0,2.0
60,21.49,593.74,10.0,79015.0,0,21.49,0.0,14798.0,80.0,26.0,2.0
36,16.29,741.31,0.0,78000.0,0,16.25,0.0,34548.0,74.1,31.0,0.0
36,14.33,329.65,10.0,98000.0,0,12.38,0.0,13476.0,82.2,28.0,4.0
60,20.89,485.85,10.0,87500.0,0,23.41,0.0,31078.0,85.6,36.0,1.5905941574050508
36,15.81,377.81,4.0,28000.0,0,13.97,0.0,5153.0,93.7,15.0,2.0
60,17.27,420.6,4.0,40000.0,0,21.06,0.0,15437.0,78.8,27.0,1.5905941574050508
60,21.49,586.91,0.0,115000.0,0,30.26,0.0,67697.0,80.6,37.0,5.0
36,7.62,779.04,2.0,63000.0,0,14.8,0.0,4245.0,36.9,26.0,2.0
36,13.11,205.02,4.0,21000.0,0,15.66,0.0,9425.0,40.9,14.0,0.0
60,19.05,508.98,0.0,50000.0,0,31.62,0.0,33746.0,59.3,28.0,5.0
36,12.12,372.65,5.740067017711824,128000.0,0,6.05,0.0,8511.0,57.9,32.0,5.0
36,14.33,686.77,10.0,60000.0,0,10.9,0.0,15280.0,42.1,20.0,0.0
36,15.31,522.26,10.0,70000.0,0,33.98,0.0,11740.0,60.8,32.0,3.0
60,19.72,435.9,6.0,47000.0,0,28.16,0.0,29694.0,64.2,31.0,6.0
60,21.97,828.06,4.0,72000.0,0,22.28,0.0,21400.0,89.7,44.0,1.0
36,6.62,767.6,1.0,73000.0,0,24.46,0.0,8891.0,15.2,29.0,0.0
60,12.12,499.64,10.0,85000.0,0,20.39,0.0,12589.0,18.1,46.0,4.0
36,8.9,138.13,2.0,55000.0,0,16.6,0.0,3836.0,50.5,21.0,0.0
60,24.7,928.52,7.0,80000.0,0,28.38,0.0,19953.0,59.4,47.0,5.0
36,15.8,350.59,0.0,50000.0,0,27.62,0.0,1095.0,31.3,24.0,1.0
36,15.31,348.18,5.0,175000.0,0,4.56,0.0,15649.0,69.9,34.0,4.0
36,15.31,306.4,0.0,18000.0,0,29.2,0.0,4434.0,80.6,26.0,3.0
36,14.09,483.38,7.0,45000.0,0,27.23,0.0,15380.0,89.9,22.0,1.0
36,8.9,706.51,6.0,56500.0,0,3.42,0.0,6058.0,33.1,24.0,3.0
60,14.09,408.6,10.0,51000.0,0,24.96,0.0,18920.0,31.3,42.0,4.0
36,13.11,1181.15,10.0,250000.0,0,4.87,0.0,8723.0,34.5,17.0,0.0
36,8.9,158.77,7.0,112000.0,0,26.65,0.0,44930.0,67.7,30.0,5.0
60,23.76,715.73,10.0,60000.0,0,15.52,0.0,25831.0,84.7,35.0,4.0
36,12.12,276.99,10.0,40000.0,0,7.56,0.0,7539.0,80.2,13.0,0.0
36,17.77,540.56,10.0,50000.0,0,11.06,0.0,17070.0,80.5,17.0,0.0
36,14.33,412.06,6.0,40000.0,0,23.37,0.0,10584.0,88.9,12.0,1.0
60,21.98,966.27,8.0,105000.0,0,19.75,1.0,22111.0,76.0,18.0,3.0
36,18.75,1278.55,10.0,130000.0,0,10.35,0.0,23830.0,46.0,35.0,6.0
60,22.47,508.24,4.0,46000.0,0,28.83,0.0,5990.0,95.1,30.0,0.0
36,17.58,460.96,3.0,33280.0,0,13.13,0.0,12498.0,86.2,16.0,1.5905941574050508
60,15.81,523.1,10.0,79000.0,0,9.83,0.0,20037.0,56.9,20.0,1.5905941574050508
36,7.9,93.88,1.0,35000.0,0,7.41,0.0,444.0,40.4,8.0,0.0
60,21.98,541.11,7.0,50300.0,0,21.11,0.0,26321.0,47.4,29.0,0.0
60,21.48,532.82,5.0,60000.0,0,22.23,0.0,6309.0,57.4,34.0,2.0
36,18.49,675.2,4.0,46981.0,0,30.91,0.0,8703.0,62.2,13.0,0.0
36,7.62,62.33,2.0,55000.0,0,14.51,0.0,5271.0,25.0,40.0,0.0
36,18.75,547.95,5.740067017711824,42000.0,0,20.11,0.0,12421.0,81.1,18.0,0.0
36,6.03,395.67,5.0,41000.0,0,4.6,0.0,8894.0,15.5,11.0,0.0
36,12.12,382.63,2.0,35000.0,0,16.59,0.0,8456.0,44.3,21.0,0.0
36,14.33,515.08,10.0,65200.0,0,12.02,0.0,12824.0,87.8,16.0,0.0
36,7.9,316.04,5.740067017711824,40000.0,0,1.62,0.0,1795.0,19.3,14.0,1.0
36,12.69,603.81,3.0,55000.0,0,17.89,0.0,7192.0,75.0,26.0,1.5905941574050508
36,21.49,1061.96,7.0,220000.0,0,1.4,0.0,9703.0,51.6,28.0,3.0
36,19.22,735.35,0.0,85000.0,0,18.4,0.0,29273.0,92.0,24.0,0.0
60,18.25,500.39,5.0,40000.0,0,9.45,0.0,9987.0,52.3,21.0,0.0
36,14.09,273.78,3.0,50000.0,0,19.85,0.0,12786.0,78.0,24.0,0.0
60,12.12,463.95,0.0,45600.0,0,18.79,0.0,2552.0,30.0,15.0,1.5905941574050508
36,12.12,698.71,10.0,89000.0,0,24.13,0.0,69448.0,57.5,28.0,2.0
36,14.65,344.95,2.0,30000.0,0,28.68,0.0,8602.0,64.2,14.0,1.0
60,19.22,521.24,5.0,120000.0,0,11.64,0.0,8357.0,78.4,27.0,1.0
36,22.78,416.83,4.0,21600.0,0,6.89,0.0,6427.0,98.9,4.0,1.5905941574050508
60,21.49,535.67,4.0,50040.0,0,9.76,0.0,11669.0,63.1,19.0,0.0
60,19.22,436.54,7.0,70000.0,0,20.52,0.0,18004.0,52.5,25.0,2.0
36,13.11,67.5,10.0,27600.0,0,24.87,0.0,2613.0,70.6,16.0,0.0
60,20.49,535.35,0.0,80000.0,0,19.95,0.0,18606.0,86.9,17.0,1.0
60,17.27,501.84,6.0,250000.0,0,3.52,0.0,7132.0,18.3,21.0,0.0
36,15.8,966.74,3.0,62000.0,0,20.05,0.0,25584.0,88.2,24.0,5.0
36,17.77,648.67,10.0,65000.0,0,19.33,0.0,26595.0,78.0,39.0,0.0
36,13.11,320.6,5.740067017711824,45000.0,0,20.44,0.0,12428.0,88.1,24.0,0.0
36,7.9,234.68,3.0,38880.0,0,3.02,0.0,921.0,5.8,4.0,0.0
60,21.0,676.34,6.0,57000.0,0,6.59,0.0,17928.0,37.1,37.0,0.0
36,14.33,376.87,7.0,52000.0,0,20.1,0.0,6962.0,63.9,21.0,1.0
60,13.99,418.74,6.0,76457.0,0,7.03,0.0,17759.0,56.7,14.0,1.0
36,8.9,635.07,1.0,85000.0,0,21.2,0.0,19525.0,43.6,35.0,2.0
36,12.12,192.98,10.0,70000.0,0,19.82,0.0,12207.0,74.4,27.0,6.0
36,15.31,417.81,8.0,70000.0,0,16.3,0.0,16251.0,51.6,19.0,2.0
36,7.9,203.39,2.0,22000.0,0,20.4,0.0,15514.0,69.0,15.0,0.0
36,13.11,1006.51,10.0,120000.0,0,8.59,0.0,9129.0,57.8,43.0,7.0
36,8.9,889.09,10.0,91600.0,0,17.71,0.0,47737.0,78.0,15.0,0.0
36,10.74,326.16,4.0,45000.0,0,7.28,0.0,13072.0,45.7,15.0,3.0
36,21.98,1336.31,3.0,144000.0,0,12.31,0.0,35244.0,59.0,22.0,0.0
60,10.74,550.6,5.0,79960.0,0,17.17,0.0,29557.0,33.5,32.0,7.0
60,12.12,535.33,0.0,52000.0,0,9.35,0.0,1445.0,4.2,21.0,0.0
36,14.09,171.11,10.0,60000.0,0,12.78,0.0,1259.0,50.4,17.0,3.0
60,20.3,479.9,10.0,46000.0,0,17.49,0.0,24546.0,77.4,19.0,1.5905941574050508
36,6.03,170.44,7.0,49000.0,0,14.01,0.0,912.0,1.3,29.0,0.0
36,15.31,1218.61,10.0,95000.0,0,21.49,0.0,24887.0,55.3,47.0,6.0
